DateTime,Order ID,Customer ID,Menu Items,Total Price
113020241326,11302024_57,7987129272,"{'Mango Green Tea': (0, 2, 1), 'Strawberry Lemonade Tea': (0, 2, 0), 'Cappuccino Milk Tea': (1, 0, 0)}",22.5
113020241330,11302024_58,5218912575,"{'Oolong Milk Tea': (2, 2, 1), 'Secret Matcha': (2, 0, 2), 'Winter Melon Green Tea': (1, 1, 0)}",317.75
113020241339,11302024_59,5387072837,"{'Ice Blend Latte': (0, 0, 1), 'Secret Matcha': (1, 1, 1)}",215.0
113020241340,11302024_60,3704571340,"{'Green Milk Tea': (1, 0, 0), 'Mango Green Tea': (1, 1, 2)}",18.25
113020241357,11302024_61,7565614104,"{'Secret Matcha': (0, 3, 1)}",278.0
113020241403,11302024_62,3955944900,"{'Original Milk Tea': (2, 1, 0), 'Oolong Milk Tea': (1, 2, 2)}",41.0
113020241406,11302024_63,6744545720,"{'Secret Matcha': (1, 2, 0), 'Mango Green Tea': (0, 3, 1), 'Protein Shake Milk Tea': (1, 0, 1)}",585.5
113020241447,11302024_64,6084402267,"{'Coconut Milk Tea': (0, 3, 1), 'Original Milk Tea': (2, 3, 1), 'Black Milk Tea': (1, 3, 0), 'Protein Shake Milk Tea': (0, 1, 0)}",90.25
113020241507,11302024_65,8422706495,"{'Passionfruit Green Tea': (1, 0, 1), 'Black Milk Tea': (0, 3, 0)}",30.25
113020241530,11302024_66,6218211541,"{'Oolong Milk Tea': (0, 2, 0)}",10.5
113020241537,11302024_67,3936907189,"{'Secret Matcha': (2, 2, 2), 'Protein Shake Milk Tea': (2, 1, 1)}",453.5
113020241557,11302024_68,5398999636,"{'Black Milk Tea': (0, 1, 0), 'Strawberry Matcha': (1, 2, 2)}",42.5
113020241602,11302024_69,2683167883,"{'Ice Blend Latte': (1, 3, 2), 'Winter Melon Green Tea': (2, 0, 2)}",71.5
113020241605,11302024_70,5218912575,"{'Winter Melon Green Tea': (1, 0, 2), 'Mango Green Tea': (0, 0, 1), 'Oolong Milk Tea': (2, 3, 1)}",60.5
113020241608,11302024_71,9192859928,"{'Peach Oolong Tea': (2, 0, 1), 'Passionfruit Green Tea': (2, 3, 0)}",55.0
113020241621,11302024_72,2066195024,"{'Cappuccino Milk Tea': (2, 3, 1), 'Mango Green Tea': (0, 3, 2), 'Original Milk Tea': (0, 1, 0)}",60.0
113020241623,11302024_73,8048399064,"{'Cappuccino Milk Tea': (1, 0, 2), 'Ube Milk Tea': (2, 1, 0)}",39.5
113020241626,11302024_74,7754488706,"{'Peach Oolong Tea': (1, 2, 2), 'Strawberry Matcha': (0, 1, 0)}",44.5
113020241626,11302024_75,5033339878,"{'Free Drink': (0, 0, 1), 'Peach Oolong Tea': (1, 1, 0), 'Strawberry Lemonade Tea': (0, 2, 1)}",25.25
113020241629,11302024_76,3083958570,"{'Peach Oolong Tea': (2, 1, 0), 'Oolong Milk Tea': (2, 3, 1)}",50.25
113020241632,11302024_77,3223125894,"{'Ube Milk Tea': (0, 1, 0)}",7.25
113020241655,11302024_78,8727916676,"{'Strawberry Lemonade Tea': (0, 1, 0), 'Secret Matcha': (1, 0, 0)}",277.25
113020241656,11302024_79,4488764787,"{'Strawberry Matcha': (2, 0, 0)}",12.5
113020241701,11302024_80,8727916676,"{'Secret Matcha': (1, 0, 2), 'Strawberry Lemonade Tea': (0, 2, 0)}",218.5
113020241703,11302024_81,5957814322,"{'Secret Matcha': (1, 0, 0), 'Strawberry Lemonade Tea': (0, 3, 0), 'Ice Blend Latte': (0, 1, 0), 'Cappuccino Milk Tea': (0, 1, 2)}",105.0
113020241705,11302024_82,4966435398,"{'Green Milk Tea': (2, 2, 0), 'Coconut Milk Tea': (1, 0, 2), 'Protein Shake Milk Tea': (1, 3, 0)}",79.75
113020241714,11302024_83,8292369779,"{'Coconut Milk Tea': (0, 2, 0)}",14.5
113020241714,11302024_84,5723751453,"{'Green Milk Tea': (2, 0, 2), 'Original Milk Tea': (1, 2, 2)}",48.25
113020241724,11302024_85,6215406982,"{'Green Milk Tea': (0, 2, 2), 'Original Milk Tea': (1, 0, 2)}",39.75
113020241725,11302024_86,9452592105,"{'Winter Melon Green Tea': (2, 0, 1), 'Strawberry Lemonade Tea': (2, 2, 2)}",43.25
113020241731,11302024_87,2675691357,"{'Peach Oolong Tea': (1, 3, 2), 'Ice Blend Latte': (1, 0, 0), 'Protein Shake Milk Tea': (2, 2, 0)}",86.75
113020241743,11302024_88,8272746575,"{'Protein Shake Milk Tea': (0, 2, 2), 'Coconut Milk Tea': (0, 1, 0)}",48.25
113020241744,11302024_89,4243066032,"{'Original Milk Tea': (1, 3, 0)}",20.0
113020241747,11302024_90,2842325880,"{'Cappuccino Milk Tea': (0, 2, 1)}",19.75
113020241752,11302024_91,9708552480,"{'Winter Melon Green Tea': (2, 3, 2), 'Ube Milk Tea': (2, 1, 0), 'Passionfruit Green Tea': (0, 1, 2), 'Peach Oolong Tea': (2, 1, 0)}",121.0
113020241758,11302024_92,4012306324,"{'Passionfruit Green Tea': (2, 0, 2)}",29.0
113020241807,11302024_93,2624103498,"{'Green Milk Tea': (1, 3, 1), 'Strawberry Lemonade Tea': (2, 1, 1)}",38.25
113020241807,11302024_94,4086377068,"{'Coconut Milk Tea': (1, 3, 0)}",28.0
113020241809,11302024_95,5129346269,"{'Peach Oolong Tea': (1, 3, 1), 'Protein Shake Milk Tea': (2, 1, 2)}",85.0
113020241809,11302024_96,6967252340,"{'Ube Milk Tea': (0, 2, 0)}",14.5
113020241810,11302024_97,2853683856,"{'Coconut Milk Tea': (0, 0, 2), 'Peach Oolong Tea': (1, 1, 1)}",38.25
113020241810,11302024_98,2842325880,"{'Protein Shake Milk Tea': (1, 1, 0), 'Strawberry Matcha': (2, 1, 1)}",46.5
113020241810,11302024_99,9113742511,"{'Original Milk Tea': (1, 2, 0)}",14.75
113020241814,11302024_100,6607354564,"{'Green Milk Tea': (2, 3, 2)}",36.75
113020241816,11302024_101,2279894574,"{'Strawberry Lemonade Tea': (2, 0, 2), 'Ice Blend Latte': (1, 3, 0), 'Strawberry Matcha': (2, 0, 1), 'Cappuccino Milk Tea': (2, 1, 1)}",81.75
113020241818,11302024_102,3472692974,"{'Secret Matcha': (1, 3, 0)}",276.0
113020241828,11302024_103,8696331990,"{'Winter Melon Green Tea': (1, 0, 1), 'Oolong Milk Tea': (1, 2, 0)}",31.25
113020241902,11302024_104,8818386906,"{'Mango Green Tea': (2, 3, 2)}",22.75
113020241905,11302024_105,2719359064,"{'Winter Melon Green Tea': (2, 0, 1), 'Strawberry Lemonade Tea': (0, 3, 2), 'Coconut Milk Tea': (2, 2, 0)}",69.0
113020241912,11302024_106,4844905721,"{'Ice Blend Latte': (2, 1, 0), 'Strawberry Lemonade Tea': (2, 1, 2), 'Strawberry Matcha': (1, 2, 0)}",53.75
113020241915,11302024_107,7123876939,"{'Green Milk Tea': (2, 2, 2), 'Black Milk Tea': (1, 2, 1)}",52.5
113020241918,11302024_108,5465028411,"{'Black Milk Tea': (0, 2, 2), 'Oolong Milk Tea': (0, 2, 2)}",46.0
113020241920,11302024_109,2926145720,"{'Secret Matcha': (0, 2, 2), 'Peach Oolong Tea': (0, 1, 0)}",286.25
113020241933,11302024_110,8069374825,"{'Mango Green Tea': (0, 2, 2), 'Green Milk Tea': (1, 0, 2)}",31.75
113020241940,11302024_111,3382624773,"{'Passionfruit Green Tea': (0, 1, 1), 'Coconut Milk Tea': (1, 3, 1)}",51.75
113020241947,11302024_112,2859471585,"{'Cappuccino Milk Tea': (0, 0, 2), 'Winter Melon Green Tea': (0, 1, 1), 'Oolong Milk Tea': (0, 2, 1), 'Ube Milk Tea': (2, 0, 0)}",61.25
113020241952,11302024_113,6852554416,"{'Peach Oolong Tea': (2, 0, 1), 'Strawberry Lemonade Tea': (1, 0, 2)}",31.5
113020241955,11302024_114,9113742511,"{'Ube Milk Tea': (0, 3, 0), 'Strawberry Lemonade Tea': (0, 0, 2)}",30.25
113020242019,11302024_115,6653666783,"{'Strawberry Matcha': (2, 3, 2), 'Ube Milk Tea': (1, 3, 1)}",87.0
113020242024,11302024_116,7899991279,"{'Oolong Milk Tea': (2, 1, 2), 'Protein Shake Milk Tea': (2, 3, 0)}",73.0
113020242031,11302024_117,9638836620,"{'Strawberry Lemonade Tea': (1, 3, 0), 'Cappuccino Milk Tea': (1, 0, 0)}",17.25
113020242043,11302024_118,6255499854,"{'Strawberry Matcha': (0, 2, 2), 'Strawberry Lemonade Tea': (0, 3, 1), 'Black Milk Tea': (0, 3, 2)}",86.75
113020242046,11302024_119,8723775742,"{'Green Milk Tea': (0, 2, 1)}",16.75
113020242052,11302024_120,4854819394,"{'Oolong Milk Tea': (0, 3, 1)}",22.0
113020242053,11302024_121,6613183034,"{'Peach Oolong Tea': (1, 3, 2), 'Secret Matcha': (2, 0, 0)}",181.0
120120240902,12012024_1,6596068051,"{'Green Milk Tea': (0, 3, 2), 'Mango Green Tea': (0, 1, 0), 'Strawberry Matcha': (0, 2, 0)}",46.0
120120240918,12012024_2,8677144035,"{'Oolong Milk Tea': (1, 2, 0), 'Ube Milk Tea': (0, 2, 0), 'Mango Green Tea': (0, 2, 1)}",40.0
120120240927,12012024_3,5004328581,"{'Coconut Milk Tea': (1, 1, 1)}",21.75
120120240931,12012024_4,5399356759,"{'Green Milk Tea': (2, 1, 1), 'Passionfruit Green Tea': (2, 2, 2), 'Mango Green Tea': (2, 0, 1), 'Strawberry Matcha': (0, 2, 1)}",95.0
120120240937,12012024_5,4922395037,"{'Coconut Milk Tea': (1, 3, 0), 'Cappuccino Milk Tea': (1, 2, 0)}",45.75
120120240948,12012024_6,2125601117,"{'Ube Milk Tea': (2, 3, 1), 'Mango Green Tea': (1, 2, 1), 'Black Milk Tea': (0, 1, 0), 'Protein Shake Milk Tea': (2, 1, 2)}",109.5
120120240948,12012024_7,9814717914,"{'Ube Milk Tea': (1, 3, 2), 'Strawberry Lemonade Tea': (2, 3, 1), 'Mango Green Tea': (1, 3, 1)}",98.75
120120241016,12012024_8,9683049605,"{'Strawberry Matcha': (1, 1, 2), 'Strawberry Lemonade Tea': (2, 0, 0), 'Peach Oolong Tea': (2, 1, 0)}",54.25
120120241018,12012024_9,4867046482,"{'Black Milk Tea': (1, 0, 1), 'Oolong Milk Tea': (1, 1, 2), 'Passionfruit Green Tea': (0, 2, 2)}",63.5
120120241036,12012024_10,3424505241,"{'Coconut Milk Tea': (0, 3, 2), 'Green Milk Tea': (2, 0, 2)}",90.75
120120241100,12012024_11,5465028411,"{'Strawberry Lemonade Tea': (1, 2, 0), 'Ice Blend Latte': (0, 1, 1), 'Protein Shake Milk Tea': (1, 2, 0)}",50.5
120120241100,12012024_12,3878722764,"{'Ice Blend Latte': (2, 2, 1), 'Strawberry Lemonade Tea': (1, 0, 1), 'Mango Green Tea': (1, 3, 1)}",53.0
120120241108,12012024_13,6255499854,"{'Winter Melon Green Tea': (1, 1, 1), 'Oolong Milk Tea': (2, 1, 0), 'Coconut Milk Tea': (0, 2, 2)}",69.5
120120241113,12012024_14,6513334289,"{'Oolong Milk Tea': (2, 3, 2), 'Strawberry Matcha': (0, 3, 0)}",58.5
120120241117,12012024_15,7456708687,"{'Peach Oolong Tea': (0, 3, 1), 'Strawberry Matcha': (0, 3, 1)}",60.0
120120241121,12012024_16,4916442813,"{'Ice Blend Latte': (0, 0, 2)}",14.5
120120241141,12012024_17,4867046482,"{'Ube Milk Tea': (0, 2, 2)}",31.0
120120241206,12012024_18,2567809240,"{'Coconut Milk Tea': (0, 0, 2), 'Protein Shake Milk Tea': (0, 0, 2), 'Black Milk Tea': (0, 1, 2), 'Oolong Milk Tea': (0, 0, 2)}",68.25
120120241207,12012024_19,8873172881,"{'Oolong Milk Tea': (0, 1, 0)}",5.25
120120241207,12012024_20,6852554416,"{'Secret Matcha': (1, 2, 2), 'Oolong Milk Tea': (1, 3, 0), 'Ice Blend Latte': (1, 0, 2)}",387.0
120120241209,12012024_21,8502135497,"{'Ube Milk Tea': (1, 3, 2)}",44.5
120120241209,12012024_22,2398004482,"{'Strawberry Matcha': (1, 1, 1), 'Green Milk Tea': (2, 3, 2), 'Ube Milk Tea': (1, 1, 0), 'Cappuccino Milk Tea': (0, 1, 1)}",85.5
120120241211,12012024_23,9234856269,"{'Original Milk Tea': (0, 2, 0), 'Peach Oolong Tea': (0, 0, 2), 'Protein Shake Milk Tea': (2, 3, 2)}",95.25
120120241216,12012024_24,4375489951,"{'Green Milk Tea': (1, 1, 2)}",22.0
120120241217,12012024_25,5955851804,"{'Winter Melon Green Tea': (1, 2, 2), 'Ube Milk Tea': (2, 3, 2)}",93.0
120120241220,12012024_26,8735927499,"{'Secret Matcha': (1, 2, 0), 'Oolong Milk Tea': (2, 0, 0)}",215.25
120120241224,12012024_27,5432382491,"{'Original Milk Tea': (0, 2, 0), 'Strawberry Lemonade Tea': (0, 2, 0), 'Ube Milk Tea': (0, 2, 1)}",39.75
120120241226,12012024_28,6607354564,"{'Protein Shake Milk Tea': (1, 1, 2), 'Strawberry Matcha': (1, 2, 2), 'Secret Matcha': (0, 1, 2), 'Oolong Milk Tea': (2, 3, 1)}",317.5
120120241237,12012024_29,6744545720,"{'Oolong Milk Tea': (0, 3, 1), 'Coconut Milk Tea': (2, 2, 1), 'Strawberry Lemonade Tea': (1, 0, 2)}",68.0
120120241251,12012024_30,4597066003,"{'Strawberry Matcha': (1, 0, 0), 'Ube Milk Tea': (1, 1, 2)}",57.0
120120241253,12012024_31,8436573167,"{'Coconut Milk Tea': (2, 2, 2)}",43.5
120120241302,12012024_32,2542585422,"{'Coconut Milk Tea': (2, 3, 2), 'Peach Oolong Tea': (2, 1, 2), 'Strawberry Lemonade Tea': (2, 0, 2)}",100.0
120120241305,12012024_33,6654217275,"{'Ube Milk Tea': (1, 3, 1), 'Secret Matcha': (2, 3, 2), 'Peach Oolong Tea': (2, 2, 1)}",556.25
120120241309,12012024_34,5129346269,"{'Coconut Milk Tea': (2, 3, 2), 'Black Milk Tea': (2, 1, 0), 'Ube Milk Tea': (1, 0, 2), 'Ice Blend Latte': (2, 1, 0)}",104.0
120120241312,12012024_35,3086429634,"{'Coconut Milk Tea': (2, 3, 1), 'Strawberry Lemonade Tea': (1, 2, 0), 'Mango Green Tea': (2, 2, 2), 'Ube Milk Tea': (2, 3, 2)}",121.5
120120241312,12012024_36,8292369779,"{'Strawberry Matcha': (2, 1, 1)}",28.0
120120241317,12012024_37,4306116705,"{'Cappuccino Milk Tea': (2, 0, 1)}",17.75
120120241324,12012024_38,2424562896,"{'Green Milk Tea': (1, 0, 2)}",16.75
120120241325,12012024_39,3687205409,"{'Ice Blend Latte': (1, 0, 2), 'Coconut Milk Tea': (0, 0, 2), 'Original Milk Tea': (1, 2, 1), 'Black Milk Tea': (1, 0, 1)}",67.75
120120241326,12012024_40,2336247056,"{'Winter Melon Green Tea': (0, 1, 0), 'Ice Blend Latte': (1, 2, 1)}",33.25
120120241327,12012024_41,6654217275,"{'Strawberry Lemonade Tea': (1, 0, 1)}",6.5
120120241340,12012024_42,6084402267,"{'Passionfruit Green Tea': (1, 3, 0)}",28.0
120120241344,12012024_43,6268276043,"{'Cappuccino Milk Tea': (1, 0, 1), 'Ube Milk Tea': (1, 0, 2), 'Strawberry Lemonade Tea': (1, 3, 0), 'Ice Blend Latte': (0, 1, 0)}",53.5
120120241345,12012024_44,9505045785,"{'Oolong Milk Tea': (1, 3, 2)}",32.5
120120241348,12012024_45,2853683856,"{'Mango Green Tea': (0, 0, 1)}",4.25
120120241402,12012024_46,9767233187,"{'Ice Blend Latte': (2, 2, 1), 'Strawberry Matcha': (0, 2, 1), 'Secret Matcha': (2, 1, 0), 'Protein Shake Milk Tea': (2, 2, 2)}",317.25
120120241410,12012024_47,2699465124,"{'Strawberry Lemonade Tea': (1, 2, 2), 'Black Milk Tea': (2, 2, 0)}",36.25
120120241411,12012024_48,8075991537,"{'Strawberry Lemonade Tea': (2, 1, 1)}",12.0
120120241414,12012024_49,9343219120,"{'Mango Green Tea': (0, 1, 0), 'Protein Shake Milk Tea': (2, 1, 1), 'Ice Blend Latte': (2, 2, 0)}",64.25
120120241441,12012024_50,2624107569,"{'Passionfruit Green Tea': (0, 0, 1), 'Strawberry Matcha': (1, 1, 0)}",21.75
120120241503,12012024_51,5413392375,"{'Secret Matcha': (0, 1, 0), 'Strawberry Lemonade Tea': (0, 2, 2), 'Ice Blend Latte': (1, 1, 0)}",95.75
120120241505,12012024_52,5037769874,"{'Oolong Milk Tea': (0, 3, 2), 'Winter Melon Green Tea': (1, 3, 2), 'Green Milk Tea': (1, 1, 2)}",100.75
120120241513,12012024_53,2398004482,"{'Strawberry Lemonade Tea': (0, 0, 1), 'Green Milk Tea': (0, 1, 0)}",9.5
120120241530,12012024_54,3688538119,"{'Oolong Milk Tea': (2, 0, 1), 'Ice Blend Latte': (2, 1, 0)}",31.5
120120241540,12012024_55,6653666783,"{'Mango Green Tea': (0, 1, 0), 'Strawberry Lemonade Tea': (0, 3, 0), 'Protein Shake Milk Tea': (2, 0, 0), 'Winter Melon Green Tea': (2, 0, 2)}",63.5
120120241554,12012024_56,6215406982,"{'Strawberry Lemonade Tea': (0, 2, 2), 'Black Milk Tea': (0, 2, 0), 'Winter Melon Green Tea': (1, 1, 2)}",69.25
120120241554,12012024_57,4487237153,"{'Oolong Milk Tea': (2, 1, 0), 'Strawberry Lemonade Tea': (2, 0, 1), 'Protein Shake Milk Tea': (0, 1, 1)}",43.0
120120241556,12012024_58,7222888712,"{'Ube Milk Tea': (1, 2, 1)}",29.0
120120241600,12012024_59,5037769874,"{'Mango Green Tea': (0, 2, 0), 'Cappuccino Milk Tea': (2, 3, 2)}",50.25
120120241616,12012024_60,2377777479,"{'Secret Matcha': (2, 0, 1), 'Mango Green Tea': (1, 0, 1), 'Oolong Milk Tea': (1, 0, 2), 'Black Milk Tea': (0, 1, 0)}",235.25
120120241618,12012024_61,4303646264,"{'Coconut Milk Tea': (2, 0, 1), 'Ice Blend Latte': (1, 2, 1), 'Secret Matcha': (0, 1, 1)}",207.0
120120241620,12012024_62,4087085573,"{'Passionfruit Green Tea': (2, 0, 0), 'Oolong Milk Tea': (2, 2, 0), 'Original Milk Tea': (2, 2, 1)}",56.75
120120241623,12012024_63,8679355696,"{'Ice Blend Latte': (1, 0, 0)}",5.25
120120241624,12012024_64,4086304914,"{'Oolong Milk Tea': (1, 3, 0)}",20.0
120120241625,12012024_65,4243066032,"{'Protein Shake Milk Tea': (1, 2, 0)}",28.25
120120241627,12012024_66,8056474691,"{'Peach Oolong Tea': (0, 0, 2)}",37.25
120120241641,12012024_67,9952685660,"{'Strawberry Matcha': (0, 0, 2), 'Green Milk Tea': (2, 3, 2)}",53.25
120120241653,12012024_68,9683049605,"{'Strawberry Matcha': (0, 3, 1)}",30.0
120120241659,12012024_69,6215406982,"{'Ice Blend Latte': (0, 3, 1)}",26.0
120120241704,12012024_70,2162308302,"{'Free Drink': (0, 1, 0)}",0.0
120120241708,12012024_71,6613183034,"{'Winter Melon Green Tea': (1, 3, 0)}",89.75
120120241708,12012024_72,2705414270,"{'Strawberry Lemonade Tea': (2, 3, 0), 'Secret Matcha': (2, 3, 1), 'Oolong Milk Tea': (2, 2, 1)}",662.75
120120241716,12012024_73,2337905202,"{'Ube Milk Tea': (2, 1, 1), 'Strawberry Lemonade Tea': (1, 2, 1), 'Green Milk Tea': (0, 3, 0)}",56.75
120120241723,12012024_74,8664183863,"{'Winter Melon Green Tea': (0, 2, 2)}",84.5
120120241735,12012024_75,7177435576,"{'Strawberry Lemonade Tea': (0, 3, 0), 'Coconut Milk Tea': (2, 1, 1)}",37.75
120120241743,12012024_76,2929236151,"{'Winter Melon Green Tea': (2, 2, 1), 'Peach Oolong Tea': (1, 3, 2)}",84.75
120120241744,12012024_77,2624103498,"{'Original Milk Tea': (0, 0, 2), 'Black Milk Tea': (1, 2, 0)}",27.25
120120241745,12012024_78,6877243909,"{'Ube Milk Tea': (2, 0, 1), 'Original Milk Tea': (1, 3, 2), 'Protein Shake Milk Tea': (2, 1, 0), 'Peach Oolong Tea': (0, 3, 2)}",118.75
120120241745,12012024_79,8815685814,"{'Cappuccino Milk Tea': (0, 1, 2), 'Strawberry Matcha': (2, 3, 0)}",80.0
120120241750,12012024_80,9234856269,"{'Mango Green Tea': (2, 1, 1), 'Ube Milk Tea': (2, 1, 0), 'Peach Oolong Tea': (2, 2, 1), 'Winter Melon Green Tea': (1, 0, 0)}",74.25
120120241800,12012024_81,9952685660,"{'Ube Milk Tea': (2, 2, 0), 'Coconut Milk Tea': (2, 0, 2)}",56.0
120120241801,12012024_82,4303646264,"{'Cappuccino Milk Tea': (1, 3, 2), 'Oolong Milk Tea': (0, 2, 0)}",49.0
120120241808,12012024_83,4692885412,"{'Cappuccino Milk Tea': (0, 2, 1), 'Mango Green Tea': (1, 3, 2)}",40.25
120120241813,12012024_84,8056474691,"{'Secret Matcha': (1, 1, 0), 'Coconut Milk Tea': (1, 3, 0)}",165.5
120120241818,12012024_85,6935695063,"{'Strawberry Lemonade Tea': (0, 1, 2)}",11.75
120120241839,12012024_86,9708552480,"{'Black Milk Tea': (1, 1, 2), 'Oolong Milk Tea': (1, 0, 1)}",32.5
120120241843,12012024_87,8317453917,"{'Ube Milk Tea': (0, 1, 0), 'Original Milk Tea': (1, 3, 1), 'Strawberry Matcha': (2, 0, 2)}",91.5
120120241859,12012024_88,9814717914,"{'Strawberry Matcha': (1, 3, 2), 'Green Milk Tea': (0, 1, 0), 'Coconut Milk Tea': (2, 1, 1)}",77.75
120120241915,12012024_89,4487237153,"{'Strawberry Matcha': (2, 3, 2)}",50.75
120120241917,12012024_90,7899991279,"{'Passionfruit Green Tea': (0, 1, 2), 'Protein Shake Milk Tea': (0, 3, 1), 'Green Milk Tea': (1, 3, 0)}",93.25
120120241917,12012024_91,9602138461,"{'Secret Matcha': (0, 3, 0), 'Strawberry Matcha': (1, 2, 1), 'Green Milk Tea': (2, 0, 2), 'Peach Oolong Tea': (0, 1, 1)}",273.25
120120241923,12012024_92,4597066003,"{'Ice Blend Latte': (1, 0, 1)}",12.5
120120241927,12012024_93,6473821972,"{'Original Milk Tea': (2, 1, 0), 'Ube Milk Tea': (1, 0, 0), 'Ice Blend Latte': (2, 2, 1)}",50.25
120120241937,12012024_94,5957814322,"{'Original Milk Tea': (1, 0, 1)}",10.5
120120241944,12012024_95,3688538119,"{'Mango Green Tea': (1, 2, 1)}",13.0
120120241950,12012024_96,6738943133,"{'Protein Shake Milk Tea': (1, 3, 0), 'Ice Blend Latte': (2, 0, 2), 'Free Drink': (0, 0, 1)}",64.0
120120241955,12012024_97,5399356759,"{'Oolong Milk Tea': (1, 2, 2), 'Green Milk Tea': (2, 1, 1)}",47.25
120120242011,12012024_98,3343448030,"{'Secret Matcha': (2, 0, 2)}",277.0
120120242016,12012024_99,4045272828,"{'Passionfruit Green Tea': (0, 2, 1), 'Strawberry Matcha': (0, 2, 0)}",37.25
120120242024,12012024_100,4165187124,"{'Ube Milk Tea': (0, 1, 1), 'Protein Shake Milk Tea': (2, 1, 0), 'Coconut Milk Tea': (0, 0, 2)}",72.75
120120242025,12012024_101,4487237153,"{'Peach Oolong Tea': (1, 2, 0), 'Ube Milk Tea': (1, 2, 2)}",58.0
120120242027,12012024_102,2675691357,"{'Ube Milk Tea': (2, 0, 2), 'Strawberry Matcha': (2, 3, 2), 'Green Milk Tea': (1, 3, 0)}",142.25
120120242029,12012024_103,7654904974,"{'Winter Melon Green Tea': (1, 1, 1), 'Original Milk Tea': (0, 2, 0)}",35.25
120120242029,12012024_104,8737817012,"{'Winter Melon Green Tea': (2, 3, 0), 'Coconut Milk Tea': (2, 3, 2), 'Mango Green Tea': (1, 3, 1), 'Peach Oolong Tea': (1, 2, 0)}",127.0
120120242041,12012024_105,2809256348,"{'Original Milk Tea': (1, 3, 1), 'Ice Blend Latte': (0, 0, 2), 'Green Milk Tea': (0, 0, 2)}",53.25
120220240900,12022024_1,5193872539,"{'Ice Blend Latte': (0, 0, 2), 'Original Milk Tea': (1, 3, 2)}",47.0
120220240907,12022024_2,8047557190,"{'Oolong Milk Tea': (0, 0, 2), 'Original Milk Tea': (2, 3, 1), 'Ice Blend Latte': (0, 3, 1)}",69.0
120220240910,12022024_3,2174548087,"{'Secret Matcha': (1, 2, 2), 'Passionfruit Green Tea': (2, 3, 2), 'Ube Milk Tea': (1, 0, 1), 'Strawberry Lemonade Tea': (0, 3, 1)}",426.5
120220240911,12022024_4,3688538119,"{'Oolong Milk Tea': (0, 1, 0), 'Protein Shake Milk Tea': (1, 1, 0)}",85.0
120220240919,12022024_5,5914005208,"{'Secret Matcha': (2, 2, 2), 'Strawberry Lemonade Tea': (2, 3, 1)}",434.0
120220240930,12022024_6,3614849789,"{'Protein Shake Milk Tea': (2, 2, 2)}",58.5
120220240935,12022024_7,2094341383,"{'Passionfruit Green Tea': (2, 0, 2), 'Green Milk Tea': (2, 2, 0), 'Cappuccino Milk Tea': (0, 1, 2)}",68.75
120220240950,12022024_8,3614849789,"{'Cappuccino Milk Tea': (1, 1, 2)}",26.0
120220240952,12022024_9,4012306324,"{'Cappuccino Milk Tea': (0, 0, 1)}",7.25
120220241010,12022024_10,4772658237,"{'Cappuccino Milk Tea': (0, 0, 1), 'Oolong Milk Tea': (2, 0, 2)}",28.25
120220241027,12022024_11,5304646267,"{'Mango Green Tea': (0, 2, 1), 'Green Milk Tea': (2, 1, 0), 'Passionfruit Green Tea': (2, 2, 1), 'Strawberry Matcha': (1, 1, 1)}",81.5
120220241029,12022024_12,2459308362,"{'Ice Blend Latte': (1, 1, 2), 'Coconut Milk Tea': (0, 2, 2)}",57.0
120220241044,12022024_13,7158419023,"{'Oolong Milk Tea': (0, 1, 0), 'Secret Matcha': (0, 0, 2)}",145.75
120220241051,12022024_14,2963626897,"{'Passionfruit Green Tea': (2, 1, 2), 'Ice Blend Latte': (0, 1, 1), 'Peach Oolong Tea': (1, 1, 0)}",63.25
120220241102,12022024_15,8353639868,"{'Ice Blend Latte': (2, 1, 2), 'Cappuccino Milk Tea': (2, 0, 0), 'Green Milk Tea': (2, 3, 2), 'Original Milk Tea': (1, 3, 2)}",111.0
120220241103,12022024_16,7139647654,"{'Winter Melon Green Tea': (2, 0, 2), 'Green Milk Tea': (2, 3, 1), 'Black Milk Tea': (1, 3, 0), 'Ube Milk Tea': (2, 2, 0)}",110.5
120220241105,12022024_17,7158419023,"{'Peach Oolong Tea': (1, 3, 1), 'Mango Green Tea': (1, 1, 0), 'Coconut Milk Tea': (1, 1, 2)}",71.75
120220241106,12022024_18,5446196744,"{'Strawberry Lemonade Tea': (0, 1, 0)}",3.25
120220241107,12022024_19,3055948834,"{'Protein Shake Milk Tea': (0, 0, 1), 'Original Milk Tea': (2, 2, 2)}",90.0
120220241108,12022024_20,5913651412,"{'Mango Green Tea': (1, 3, 0), 'Peach Oolong Tea': (1, 0, 2)}",56.5
120220241112,12022024_21,8502135497,"{'Strawberry Lemonade Tea': (1, 0, 1)}",6.5
120220241115,12022024_22,3955944900,"{'Oolong Milk Tea': (2, 3, 2), 'Strawberry Matcha': (1, 2, 2), 'Secret Matcha': (0, 1, 0)}",162.25
120220241131,12022024_23,7359233843,"{'Cappuccino Milk Tea': (1, 2, 0), 'Ube Milk Tea': (0, 0, 1)}",26.0
120220241133,12022024_24,4283507976,"{'Original Milk Tea': (1, 2, 2), 'Ube Milk Tea': (1, 0, 2)}",64.5
120220241138,12022024_25,8088122145,"{'Protein Shake Milk Tea': (2, 1, 1)}",38.0
