Date,Order ID,Menu Items,Total Price
10/09/2024,10092024_94,"{'Peach Oolong Tea': (2, 3, 2), 'Protein Shake Milk Tea': (2, 0, 2)}",89.75
10/09/2024,10092024_95,"{'Winter Melon Green Tea': (0, 0, 2)}",18.5
10/09/2024,10092024_96,"{'Peach Oolong Tea': (1, 1, 1)}",21.75
10/09/2024,10092024_97,"{'Cappuccino Milk Tea': (2, 0, 2)}",25.0
10/09/2024,10092024_98,"{'Green Milk Tea': (1, 3, 1), 'Protein Shake Milk Tea': (1, 3, 1)}",75.0
10/09/2024,10092024_99,"{'Green Milk Tea': (1, 1, 0), 'Secret Matcha': (2, 1, 1), 'Mango Green Tea': (2, 3, 2)}",308.25
10/09/2024,10092024_100,"{'Oolong Milk Tea': (0, 3, 1), 'Black Milk Tea': (0, 1, 1)}",33.5
10/09/2024,10092024_101,"{'Strawberry Matcha': (1, 2, 2)}",37.25
10/09/2024,10092024_102,"{'Strawberry Matcha': (0, 1, 0), 'Oolong Milk Tea': (2, 2, 0), 'Coconut Milk Tea': (1, 3, 0)}",54.25
10/09/2024,10092024_103,"{'Oolong Milk Tea': (0, 2, 1)}",16.75
10/09/2024,10092024_104,"{'Peach Oolong Tea': (0, 3, 0)}",21.75
10/09/2024,10092024_105,"{'Coconut Milk Tea': (1, 1, 0), 'Secret Matcha': (2, 0, 1), 'Strawberry Lemonade Tea': (2, 2, 1), 'Protein Shake Milk Tea': (0, 1, 0)}",245.25
10/09/2024,10092024_106,"{'Secret Matcha': (1, 3, 2), 'Strawberry Lemonade Tea': (0, 3, 0)}",426.25
10/10/2024,10102024_1,"{'Cappuccino Milk Tea': (0, 2, 2), 'Green Milk Tea': (0, 1, 0)}",32.25
10/10/2024,10102024_2,"{'Green Milk Tea': (1, 3, 0), 'Coconut Milk Tea': (0, 1, 0), 'Black Milk Tea': (0, 0, 1), 'Passionfruit Green Tea': (2, 0, 2)}",62.5
10/10/2024,10102024_3,"{'Coconut Milk Tea': (0, 1, 1)}",15.5
10/10/2024,10102024_4,"{'Original Milk Tea': (0, 0, 2), 'Winter Melon Green Tea': (2, 3, 1)}",103.25
10/10/2024,10102024_5,"{'Oolong Milk Tea': (1, 2, 1)}",21.0
10/10/2024,10102024_6,"{'Peach Oolong Tea': (0, 2, 1), 'Coconut Milk Tea': (2, 2, 2), 'Mango Green Tea': (1, 0, 1)}",72.75
10/10/2024,10102024_7,"{'Cappuccino Milk Tea': (0, 1, 1)}",13.5
10/10/2024,10102024_8,"{'Strawberry Lemonade Tea': (0, 2, 0), 'Ube Milk Tea': (1, 1, 2), 'Protein Shake Milk Tea': (2, 0, 1)}",93.75
10/10/2024,10102024_9,"{'Green Milk Tea': (0, 2, 2)}",23.0
10/10/2024,10102024_10,"{'Coconut Milk Tea': (2, 3, 0)}",34.25
10/10/2024,10102024_11,"{'Strawberry Matcha': (1, 2, 0), 'Cappuccino Milk Tea': (1, 1, 0)}",32.25
10/10/2024,10102024_12,"{'Black Milk Tea': (2, 2, 0), 'Ube Milk Tea': (0, 3, 2), 'Winter Melon Green Tea': (0, 3, 1), 'Passionfruit Green Tea': (2, 0, 0)}",103.75
10/10/2024,10102024_13,"{'Ube Milk Tea': (2, 2, 0), 'Ice Blend Latte': (2, 1, 2), 'Coconut Milk Tea': (2, 2, 0)}",85.25
10/10/2024,10102024_14,"{'Black Milk Tea': (1, 1, 2), 'Passionfruit Green Tea': (1, 0, 2), 'Ice Blend Latte': (1, 3, 1), 'Cappuccino Milk Tea': (1, 1, 1)}",94.75
10/10/2024,10102024_15,"{'Protein Shake Milk Tea': (1, 2, 0), 'Oolong Milk Tea': (2, 0, 1), 'Secret Matcha': (1, 0, 0)}",111.25
10/10/2024,10102024_16,"{'Mango Green Tea': (0, 0, 2), 'Passionfruit Green Tea': (0, 0, 1), 'Secret Matcha': (2, 1, 0)}",222.5
10/10/2024,10102024_17,"{'Peach Oolong Tea': (1, 1, 0), 'Strawberry Lemonade Tea': (1, 0, 0)}",15.75
10/10/2024,10102024_18,"{'Cappuccino Milk Tea': (1, 2, 2)}",32.25
10/10/2024,10102024_19,"{'Coconut Milk Tea': (0, 0, 2), 'Secret Matcha': (0, 1, 1), 'Ice Blend Latte': (2, 3, 0)}",185.25
10/10/2024,10102024_20,"{'Ice Blend Latte': (0, 2, 1), 'Passionfruit Green Tea': (2, 3, 2)}",70.5
10/10/2024,10102024_21,"{'Oolong Milk Tea': (1, 3, 2), 'Winter Melon Green Tea': (1, 2, 0)}",56.25
10/10/2024,10102024_22,"{'Secret Matcha': (0, 2, 0), 'Cappuccino Milk Tea': (2, 2, 0), 'Free Drink': (0, 2, 0), 'Peach Oolong Tea': (1, 1, 0)}",175.0
10/10/2024,10102024_23,"{'Strawberry Matcha': (2, 0, 0), 'Passionfruit Green Tea': (2, 3, 0), 'Mango Green Tea': (1, 3, 0), 'Secret Matcha': (1, 1, 2)}",336.75
10/10/2024,10102024_24,"{'Ice Blend Latte': (2, 1, 1)}",24.0
10/10/2024,10102024_25,"{'Passionfruit Green Tea': (1, 0, 0)}",6.25
10/10/2024,10102024_26,"{'Passionfruit Green Tea': (0, 1, 0)}",7.25
10/10/2024,10102024_27,"{'Secret Matcha': (0, 1, 0), 'Strawberry Matcha': (1, 2, 2), 'Strawberry Lemonade Tea': (2, 2, 0)}",186.75
10/10/2024,10102024_28,"{'Ice Blend Latte': (2, 3, 2), 'Mango Green Tea': (0, 3, 2), 'Coconut Milk Tea': (0, 1, 2), 'Oolong Milk Tea': (0, 2, 2)}",108.75
10/10/2024,10102024_29,"{'Winter Melon Green Tea': (2, 1, 1), 'Ube Milk Tea': (1, 2, 0)}",52.75
10/10/2024,10102024_30,"{'Original Milk Tea': (0, 3, 0)}",15.75
10/10/2024,10102024_31,"{'Secret Matcha': (0, 1, 0), 'Winter Melon Green Tea': (1, 2, 0)}",93.0
10/10/2024,10102024_32,"{'Black Milk Tea': (1, 1, 0), 'Ube Milk Tea': (1, 1, 2), 'Strawberry Lemonade Tea': (0, 0, 1)}",43.75
10/10/2024,10102024_33,"{'Cappuccino Milk Tea': (0, 2, 1), 'Green Milk Tea': (0, 3, 0), 'Protein Shake Milk Tea': (0, 2, 2)}",76.5
10/10/2024,10102024_34,"{'Coconut Milk Tea': (1, 1, 2)}",30.0
10/10/2024,10102024_35,"{'Secret Matcha': (2, 1, 1)}",276.0
10/10/2024,10102024_36,"{'Oolong Milk Tea': (0, 2, 2), 'Black Milk Tea': (2, 0, 0), 'Strawberry Matcha': (1, 2, 0), 'Secret Matcha': (1, 2, 1)}",329.25
10/10/2024,10102024_37,"{'Original Milk Tea': (2, 0, 1), 'Cappuccino Milk Tea': (1, 1, 1), 'Strawberry Lemonade Tea': (1, 2, 1), 'Coconut Milk Tea': (1, 3, 0)}",74.5
10/10/2024,10102024_38,"{'Winter Melon Green Tea': (0, 1, 0)}",8.25
10/10/2024,10102024_39,"{'Winter Melon Green Tea': (0, 3, 0), 'Original Milk Tea': (0, 3, 1), 'Green Milk Tea': (1, 3, 1), 'Secret Matcha': (0, 0, 2)}",213.5
10/10/2024,10102024_40,"{'Cappuccino Milk Tea': (2, 3, 2), 'Black Milk Tea': (1, 2, 0)}",58.5
10/10/2024,10102024_41,"{'Secret Matcha': (2, 0, 2), 'Coconut Milk Tea': (1, 1, 2), 'Ice Blend Latte': (0, 3, 1), 'Winter Melon Green Tea': (2, 2, 0)}",364.0
10/10/2024,10102024_42,"{'Strawberry Matcha': (2, 2, 2), 'Ube Milk Tea': (2, 3, 2)}",94.25
10/10/2024,10102024_43,"{'Original Milk Tea': (2, 2, 0), 'Protein Shake Milk Tea': (0, 3, 0), 'Passionfruit Green Tea': (1, 3, 0), 'Strawberry Lemonade Tea': (2, 0, 1)}",85.0
10/10/2024,10102024_44,"{'Protein Shake Milk Tea': (0, 2, 2), 'Passionfruit Green Tea': (2, 0, 2), 'Cappuccino Milk Tea': (2, 3, 2), 'Coconut Milk Tea': (2, 3, 1)}",156.25
10/10/2024,10102024_45,"{'Cappuccino Milk Tea': (0, 2, 0), 'Ube Milk Tea': (1, 1, 2), 'Passionfruit Green Tea': (0, 1, 2), 'Black Milk Tea': (1, 0, 0)}",70.5
10/10/2024,10102024_46,"{'Strawberry Matcha': (2, 2, 2)}",43.5
10/10/2024,10102024_47,"{'Protein Shake Milk Tea': (0, 0, 2)}",21.5
10/10/2024,10102024_48,"{'Coconut Milk Tea': (0, 0, 1), 'Ube Milk Tea': (1, 3, 2), 'Cappuccino Milk Tea': (2, 0, 0)}",63.25
10/10/2024,10102024_49,"{'Ice Blend Latte': (0, 2, 2)}",27.0
10/10/2024,10102024_50,"{'Strawberry Matcha': (0, 1, 2), 'Ube Milk Tea': (0, 2, 1)}",82.75
10/10/2024,10102024_51,"{'Oolong Milk Tea': (2, 1, 1), 'Winter Melon Green Tea': (2, 0, 0), 'Mango Green Tea': (0, 0, 2)}",43.0
10/10/2024,10102024_52,"{'Ice Blend Latte': (2, 2, 1), 'Strawberry Matcha': (1, 1, 0)}",43.75
10/10/2024,10102024_53,"{'Coconut Milk Tea': (1, 0, 2), 'Peach Oolong Tea': (2, 1, 1), 'Secret Matcha': (2, 3, 1)}",465.25
10/10/2024,10102024_54,"{'Green Milk Tea': (0, 1, 0)}",5.25
10/10/2024,10102024_55,"{'Secret Matcha': (0, 2, 0), 'Mango Green Tea': (0, 2, 0)}",145.0
10/10/2024,10102024_56,"{'Peach Oolong Tea': (0, 2, 0), 'Black Milk Tea': (1, 1, 1), 'Passionfruit Green Tea': (1, 0, 0)}",36.5
10/10/2024,10102024_57,"{'Original Milk Tea': (0, 2, 2), 'Coconut Milk Tea': (2, 0, 0), 'Oolong Milk Tea': (0, 1, 0)}",56.5
10/10/2024,10102024_58,"{'Black Milk Tea': (0, 1, 0), 'Cappuccino Milk Tea': (0, 2, 0), 'Passionfruit Green Tea': (2, 3, 0)}",52.0
10/10/2024,10102024_59,"{'Mango Green Tea': (0, 1, 2)}",11.75
10/10/2024,10102024_60,"{'Protein Shake Milk Tea': (0, 3, 0)}",29.25
10/10/2024,10102024_61,"{'Coconut Milk Tea': (0, 3, 1), 'Mango Green Tea': (2, 2, 1)}",45.25
10/10/2024,10102024_62,"{'Cappuccino Milk Tea': (0, 0, 2), 'Peach Oolong Tea': (2, 3, 0)}",48.75
10/10/2024,10102024_63,"{'Protein Shake Milk Tea': (1, 1, 2), 'Oolong Milk Tea': (2, 0, 2), 'Strawberry Lemonade Tea': (1, 3, 1)}",87.75
10/10/2024,10102024_64,"{'Ice Blend Latte': (0, 2, 2), 'Winter Melon Green Tea': (1, 2, 2), 'Protein Shake Milk Tea': (2, 2, 2), 'Strawberry Matcha': (2, 2, 1)}",163.0
10/10/2024,10102024_65,"{'Passionfruit Green Tea': (1, 0, 0)}",6.25
10/10/2024,10102024_66,"{'Peach Oolong Tea': (1, 2, 0), 'Passionfruit Green Tea': (2, 2, 0), 'Coconut Milk Tea': (0, 1, 1)}",70.5
10/10/2024,10102024_67,"{'Coconut Milk Tea': (2, 1, 1), 'Protein Shake Milk Tea': (0, 1, 1)}",48.5
10/10/2024,10102024_68,"{'Peach Oolong Tea': (0, 1, 0)}",7.25
10/10/2024,10102024_69,"{'Black Milk Tea': (1, 0, 2), 'Cappuccino Milk Tea': (1, 2, 1), 'Mango Green Tea': (0, 1, 2)}",53.5
10/10/2024,10102024_70,"{'Winter Melon Green Tea': (2, 0, 2), 'Oolong Milk Tea': (0, 2, 0), 'Passionfruit Green Tea': (2, 3, 0), 'Strawberry Matcha': (1, 0, 0)}",84.0
10/10/2024,10102024_71,"{'Peach Oolong Tea': (0, 2, 0), 'Cappuccino Milk Tea': (1, 3, 2)}",53.0
10/10/2024,10102024_72,"{'Winter Melon Green Tea': (2, 2, 1), 'Ice Blend Latte': (0, 0, 2), 'Secret Matcha': (0, 1, 2)}",264.5
10/10/2024,10102024_73,"{'Ice Blend Latte': (2, 1, 0), 'Original Milk Tea': (0, 1, 1)}",28.25
10/10/2024,10102024_74,"{'Black Milk Tea': (2, 2, 0), 'Coconut Milk Tea': (1, 0, 0), 'Original Milk Tea': (2, 2, 1), 'Winter Melon Green Tea': (1, 1, 2)}",84.5
10/10/2024,10102024_75,"{'Strawberry Matcha': (0, 2, 2), 'Black Milk Tea': (2, 2, 2)}",62.5
10/10/2024,10102024_76,"{'Cappuccino Milk Tea': (1, 2, 2)}",38.5
10/10/2024,10102024_77,"{'Ube Milk Tea': (1, 2, 0), 'Peach Oolong Tea': (1, 0, 0)}",27.0
10/10/2024,10102024_78,"{'Black Milk Tea': (1, 0, 0)}",4.25
10/10/2024,10102024_79,"{'Winter Melon Green Tea': (1, 3, 2)}",50.5
10/10/2024,10102024_80,"{'Peach Oolong Tea': (0, 1, 2)}",23.75
10/10/2024,10102024_81,"{'Passionfruit Green Tea': (0, 0, 2), 'Black Milk Tea': (0, 3, 1)}",38.5
10/10/2024,10102024_82,"{'Secret Matcha': (2, 3, 2), 'Green Milk Tea': (2, 1, 1)}",504.75
10/10/2024,10102024_83,"{'Coconut Milk Tea': (2, 3, 0)}",62.25
10/10/2024,10102024_84,"{'Black Milk Tea': (1, 3, 2), 'Ice Blend Latte': (2, 1, 0)}",49.25
10/10/2024,10102024_85,"{'Passionfruit Green Tea': (2, 2, 1), 'Protein Shake Milk Tea': (0, 1, 0)}",45.0
10/10/2024,10102024_86,"{'Mango Green Tea': (0, 1, 1), 'Strawberry Matcha': (1, 0, 1), 'Strawberry Lemonade Tea': (1, 1, 0)}",27.5
10/10/2024,10102024_87,"{'Strawberry Matcha': (2, 1, 2)}",36.25
10/10/2024,10102024_88,"{'Peach Oolong Tea': (2, 2, 0), 'Secret Matcha': (2, 3, 1), 'Cappuccino Milk Tea': (0, 0, 2)}",594.5
10/10/2024,10102024_89,"{'Winter Melon Green Tea': (0, 1, 1)}",17.5
10/10/2024,10102024_90,"{'Winter Melon Green Tea': (0, 0, 2)}",18.5
10/10/2024,10102024_91,"{'Mango Green Tea': (2, 3, 2), 'Original Milk Tea': (0, 2, 0)}",33.25
10/10/2024,10102024_92,"{'Peach Oolong Tea': (0, 2, 1), 'Strawberry Matcha': (0, 1, 1)}",38.25
10/10/2024,10102024_93,"{'Black Milk Tea': (0, 0, 2), 'Oolong Milk Tea': (1, 2, 2), 'Mango Green Tea': (1, 3, 2)}",60.25
10/10/2024,10102024_94,"{'Coconut Milk Tea': (2, 1, 0), 'Winter Melon Green Tea': (1, 3, 2), 'Ice Blend Latte': (1, 3, 0)}",94.25
10/10/2024,10102024_95,"{'Peach Oolong Tea': (1, 1, 1)}",21.75
10/10/2024,10102024_96,"{'Black Milk Tea': (2, 1, 1)}",20.0
10/10/2024,10102024_97,"{'Ice Blend Latte': (1, 2, 1), 'Ube Milk Tea': (2, 0, 0), 'Original Milk Tea': (0, 1, 0), 'Passionfruit Green Tea': (1, 3, 0)}",70.75
10/10/2024,10102024_98,"{'Ice Blend Latte': (2, 3, 0)}",29.25
10/10/2024,10102024_99,"{'Secret Matcha': (1, 0, 1), 'Original Milk Tea': (1, 2, 2)}",165.75
10/10/2024,10102024_100,"{'Secret Matcha': (0, 2, 1), 'Original Milk Tea': (2, 3, 0)}",233.0
10/10/2024,10102024_101,"{'Strawberry Lemonade Tea': (1, 2, 1), 'Mango Green Tea': (0, 2, 2), 'Secret Matcha': (1, 0, 1), 'Ice Blend Latte': (0, 2, 2)}",193.5
10/10/2024,10102024_102,"{'Peach Oolong Tea': (0, 1, 0)}",7.25
10/10/2024,10102024_103,"{'Ice Blend Latte': (1, 2, 0), 'Protein Shake Milk Tea': (1, 2, 2), 'Strawberry Lemonade Tea': (0, 3, 0)}",77.25
10/10/2024,10102024_104,"{'Peach Oolong Tea': (0, 1, 1)}",15.5
10/10/2024,10102024_105,"{'Strawberry Matcha': (1, 0, 0), 'Original Milk Tea': (0, 1, 2)}",24.0
10/10/2024,10102024_106,"{'Secret Matcha': (2, 0, 0)}",275.0
10/10/2024,10102024_107,"{'Passionfruit Green Tea': (1, 0, 2), 'Winter Melon Green Tea': (2, 0, 0), 'Secret Matcha': (1, 1, 0)}",174.75
10/10/2024,10102024_108,"{'Original Milk Tea': (0, 3, 2), 'Peach Oolong Tea': (0, 3, 0), 'Coconut Milk Tea': (2, 0, 2)}",79.0
10/10/2024,10102024_109,"{'Coconut Milk Tea': (1, 3, 2), 'Protein Shake Milk Tea': (2, 3, 0), 'Ube Milk Tea': (1, 2, 0)}",112.0
10/10/2024,10102024_110,"{'Peach Oolong Tea': (0, 1, 0), 'Strawberry Matcha': (0, 1, 0)}",14.5
10/10/2024,10102024_111,"{'Ice Blend Latte': (2, 0, 2)}",30.25
10/10/2024,10102024_112,"{'Cappuccino Milk Tea': (0, 3, 1), 'Mango Green Tea': (1, 3, 0), 'Protein Shake Milk Tea': (1, 1, 1), 'Free Drink': (1, 3, 0)}",66.25
10/10/2024,10102024_113,"{'Green Milk Tea': (0, 2, 2)}",23.0
10/10/2024,10102024_114,"{'Strawberry Lemonade Tea': (0, 0, 2), 'Coconut Milk Tea': (2, 2, 2), 'Peach Oolong Tea': (1, 2, 2), 'Winter Melon Green Tea': (0, 2, 2)}",124.25
10/10/2024,10102024_115,"{'Black Milk Tea': (0, 3, 1), 'Cappuccino Milk Tea': (2, 1, 0), 'Secret Matcha': (2, 1, 0)}",729.25
10/10/2024,10102024_116,"{'Original Milk Tea': (2, 1, 1), 'Green Milk Tea': (0, 1, 1), 'Strawberry Matcha': (0, 3, 2), 'Mango Green Tea': (2, 2, 1)}",85.0
10/10/2024,10102024_117,"{'Strawberry Matcha': (1, 3, 1), 'Ube Milk Tea': (0, 1, 0), 'Peach Oolong Tea': (2, 0, 1)}",64.25
10/10/2024,10102024_118,"{'Black Milk Tea': (0, 1, 0)}",5.25
10/10/2024,10102024_119,"{'Strawberry Matcha': (1, 3, 2)}",44.5
10/10/2024,10102024_120,"{'Cappuccino Milk Tea': (0, 3, 0)}",52.0
10/10/2024,10102024_121,"{'Ice Blend Latte': (1, 3, 2), 'Winter Melon Green Tea': (0, 2, 2), 'Cappuccino Milk Tea': (2, 1, 2)}",104.75
10/10/2024,10102024_122,"{'Coconut Milk Tea': (1, 0, 2), 'Ube Milk Tea': (0, 1, 1)}",38.25
10/10/2024,10102024_123,"{'Strawberry Matcha': (0, 1, 2)}",23.75
10/10/2024,10102024_124,"{'Mango Green Tea': (2, 1, 2), 'Oolong Milk Tea': (1, 2, 1)}",37.25
10/10/2024,10102024_125,"{'Ube Milk Tea': (1, 3, 0), 'Peach Oolong Tea': (1, 2, 0), 'Strawberry Matcha': (0, 3, 1)}",78.75
10/10/2024,10102024_126,"{'Original Milk Tea': (0, 2, 0), 'Cappuccino Milk Tea': (1, 1, 0), 'Winter Melon Green Tea': (0, 2, 0), 'Protein Shake Milk Tea': (1, 3, 1)}",87.25
10/10/2024,10102024_127,"{'Strawberry Matcha': (2, 2, 1), 'Passionfruit Green Tea': (2, 3, 2), 'Coconut Milk Tea': (0, 3, 2)}",124.25
10/10/2024,10102024_128,"{'Original Milk Tea': (0, 2, 1)}",16.75
10/10/2024,10102024_129,"{'Cappuccino Milk Tea': (2, 2, 1), 'Mango Green Tea': (0, 2, 0), 'Ice Blend Latte': (1, 0, 0)}",42.0
10/10/2024,10102024_130,"{'Coconut Milk Tea': (0, 3, 0)}",21.75
10/10/2024,10102024_131,"{'Peach Oolong Tea': (2, 2, 2)}",43.5
10/10/2024,10102024_132,"{'Oolong Milk Tea': (1, 2, 2), 'Strawberry Lemonade Tea': (1, 1, 0), 'Mango Green Tea': (0, 3, 1), 'Winter Melon Green Tea': (2, 2, 0)}",77.75
10/10/2024,10102024_133,"{'Original Milk Tea': (1, 0, 2)}",16.75
10/10/2024,10102024_134,"{'Black Milk Tea': (2, 3, 1)}",30.5
10/10/2024,10102024_135,"{'Mango Green Tea': (2, 1, 2), 'Oolong Milk Tea': (0, 3, 2), 'Protein Shake Milk Tea': (1, 1, 1), 'Green Milk Tea': (1, 1, 0)}",83.25
10/10/2024,10102024_136,"{'Cappuccino Milk Tea': (0, 2, 2), 'Coconut Milk Tea': (1, 0, 2), 'Strawberry Matcha': (1, 1, 2)}",79.75
10/10/2024,10102024_137,"{'Green Milk Tea': (1, 0, 0), 'Original Milk Tea': (0, 1, 2), 'Mango Green Tea': (1, 2, 2), 'Winter Melon Green Tea': (0, 1, 0)}",47.5
10/10/2024,10102024_138,"{'Original Milk Tea': (0, 2, 0)}",10.5
10/10/2024,10102024_139,"{'Ice Blend Latte': (0, 3, 0), 'Passionfruit Green Tea': (2, 0, 1), 'Black Milk Tea': (2, 0, 0), 'Green Milk Tea': (0, 0, 1)}",54.25
10/10/2024,10102024_140,"{'Ice Blend Latte': (1, 1, 2), 'Cappuccino Milk Tea': (2, 2, 0)}",49.0
10/10/2024,10102024_141,"{'Black Milk Tea': (0, 2, 1)}",47.25
10/10/2024,10102024_142,"{'Ice Blend Latte': (2, 2, 0)}",23.0
10/10/2024,10102024_143,"{'Original Milk Tea': (0, 3, 0)}",15.75
10/10/2024,10102024_144,"{'Passionfruit Green Tea': (2, 0, 0), 'Strawberry Matcha': (2, 0, 0), 'Secret Matcha': (1, 2, 0)}",231.75
10/10/2024,10102024_145,"{'Strawberry Matcha': (1, 1, 0), 'Cappuccino Milk Tea': (1, 0, 2)}",33.25
10/10/2024,10102024_146,"{'Strawberry Matcha': (2, 2, 1)}",35.25
10/10/2024,10102024_147,"{'Peach Oolong Tea': (1, 2, 0)}",20.75
10/10/2024,10102024_148,"{'Ube Milk Tea': (0, 1, 2), 'Coconut Milk Tea': (0, 2, 2)}",54.75
10/10/2024,10102024_149,"{'Passionfruit Green Tea': (1, 3, 0), 'Secret Matcha': (0, 1, 2), 'Strawberry Matcha': (1, 2, 0)}",258.5
10/10/2024,10102024_150,"{'Ube Milk Tea': (2, 0, 1), 'Mango Green Tea': (1, 1, 1)}",30.5
10/10/2024,10102024_151,"{'Peach Oolong Tea': (0, 1, 0)}",7.25
10/10/2024,10102024_152,"{'Black Milk Tea': (2, 2, 0), 'Protein Shake Milk Tea': (1, 1, 0)}",37.5
10/10/2024,10102024_153,"{'Coconut Milk Tea': (0, 0, 1)}",8.25
10/10/2024,10102024_154,"{'Original Milk Tea': (0, 1, 2), 'Passionfruit Green Tea': (0, 3, 0), 'Strawberry Matcha': (0, 3, 1), 'Secret Matcha': (2, 0, 1)}",276.25
10/10/2024,10102024_155,"{'Green Milk Tea': (0, 1, 0)}",5.25
10/10/2024,10102024_156,"{'Strawberry Matcha': (1, 0, 0), 'Secret Matcha': (1, 3, 2)}",422.75
10/10/2024,10102024_157,"{'Black Milk Tea': (1, 2, 2), 'Ube Milk Tea': (2, 1, 2), 'Protein Shake Milk Tea': (0, 1, 1)}",113.25
10/10/2024,10102024_158,"{'Original Milk Tea': (1, 1, 0), 'Mango Green Tea': (0, 3, 0), 'Ube Milk Tea': (1, 2, 0), 'Green Milk Tea': (2, 0, 0)}",48.5
10/10/2024,10102024_159,"{'Strawberry Matcha': (1, 0, 0), 'Mango Green Tea': (0, 1, 0)}",9.5
10/10/2024,10102024_160,"{'Secret Matcha': (2, 2, 2)}",415.5
10/10/2024,10102024_161,"{'Cappuccino Milk Tea': (1, 0, 0), 'Winter Melon Green Tea': (2, 0, 1), 'Strawberry Lemonade Tea': (2, 0, 0)}",33.5
10/10/2024,10102024_162,"{'Black Milk Tea': (2, 2, 1), 'Secret Matcha': (0, 2, 2), 'Ube Milk Tea': (2, 1, 0)}",324.0
10/10/2024,10102024_163,"{'Strawberry Matcha': (2, 3, 1), 'Secret Matcha': (2, 0, 2), 'Strawberry Lemonade Tea': (2, 0, 0)}",324.0
10/10/2024,10102024_164,"{'Coconut Milk Tea': (1, 2, 1)}",29.0
10/10/2024,10102024_165,"{'Coconut Milk Tea': (0, 3, 2), 'Winter Melon Green Tea': (2, 1, 1), 'Strawberry Lemonade Tea': (1, 3, 0)}",82.25
10/10/2024,10102024_166,"{'Original Milk Tea': (2, 2, 1), 'Oolong Milk Tea': (1, 2, 1), 'Winter Melon Green Tea': (2, 2, 2)}",95.75
10/10/2024,10102024_167,"{'Peach Oolong Tea': (1, 3, 0), 'Secret Matcha': (1, 3, 2), 'Green Milk Tea': (2, 1, 0)}",458.25
10/10/2024,10102024_168,"{'Coconut Milk Tea': (2, 0, 0), 'Passionfruit Green Tea': (0, 0, 2), 'Strawberry Matcha': (1, 0, 1)}",43.5
10/10/2024,10102024_169,"{'Passionfruit Green Tea': (1, 2, 1), 'Black Milk Tea': (0, 1, 0), 'Winter Melon Green Tea': (2, 1, 1)}",66.25
10/10/2024,10102024_170,"{'Original Milk Tea': (1, 2, 1), 'Winter Melon Green Tea': (1, 2, 0)}",44.75
10/10/2024,10102024_171,"{'Original Milk Tea': (2, 0, 0)}",8.5
10/10/2024,10102024_172,"{'Passionfruit Green Tea': (2, 2, 1), 'Cappuccino Milk Tea': (0, 1, 0)}",41.5
10/10/2024,10102024_173,"{'Peach Oolong Tea': (0, 2, 0), 'Green Milk Tea': (2, 0, 0)}",29.25
10/10/2024,10102024_174,"{'Protein Shake Milk Tea': (0, 3, 2), 'Winter Melon Green Tea': (1, 1, 0), 'Strawberry Matcha': (0, 2, 1), 'Green Milk Tea': (2, 0, 0)}",97.5
10/10/2024,10102024_175,"{'Oolong Milk Tea': (0, 1, 1), 'Free Drink': (0, 1, 0)}",11.5
10/10/2024,10102024_176,"{'Strawberry Matcha': (0, 2, 0), 'Coconut Milk Tea': (1, 2, 1)}",43.5
10/10/2024,10102024_177,"{'Ube Milk Tea': (0, 0, 1), 'Passionfruit Green Tea': (2, 3, 1)}",50.75
10/10/2024,10102024_178,"{'Black Milk Tea': (2, 0, 0), 'Strawberry Lemonade Tea': (1, 0, 0)}",10.75
10/10/2024,10102024_179,"{'Peach Oolong Tea': (0, 1, 0), 'Cappuccino Milk Tea': (0, 3, 1)}",40.5
10/10/2024,10102024_180,"{'Ube Milk Tea': (1, 3, 0), 'Mango Green Tea': (2, 2, 2)}",47.5
10/10/2024,10102024_181,"{'Secret Matcha': (2, 2, 2), 'Ice Blend Latte': (2, 3, 2)}",459.25
10/10/2024,10102024_182,"{'Strawberry Matcha': (1, 0, 0), 'Original Milk Tea': (0, 2, 2)}",29.25
10/10/2024,10102024_183,"{'Strawberry Matcha': (1, 3, 0), 'Ice Blend Latte': (1, 0, 0)}",33.25
10/10/2024,10102024_184,"{'Secret Matcha': (2, 3, 2), 'Original Milk Tea': (0, 3, 0), 'Mango Green Tea': (2, 0, 0)}",505.0
10/10/2024,10102024_185,"{'Ice Blend Latte': (2, 3, 1)}",36.5
10/10/2024,10102024_186,"{'Strawberry Lemonade Tea': (1, 2, 2), 'Mango Green Tea': (0, 1, 2)}",29.0
10/10/2024,10102024_187,"{'Strawberry Matcha': (1, 3, 1), 'Passionfruit Green Tea': (0, 1, 0)}",43.5
10/10/2024,10102024_188,"{'Strawberry Lemonade Tea': (2, 1, 0), 'Coconut Milk Tea': (1, 2, 0), 'Oolong Milk Tea': (1, 3, 2), 'Original Milk Tea': (0, 1, 2)}",78.75
10/10/2024,10102024_189,"{'Protein Shake Milk Tea': (2, 0, 0)}",17.5
10/10/2024,10102024_190,"{'Original Milk Tea': (0, 3, 2)}",28.25
10/10/2024,10102024_191,"{'Cappuccino Milk Tea': (1, 3, 0), 'Ube Milk Tea': (1, 1, 2)}",54.0
10/10/2024,10102024_192,"{'Protein Shake Milk Tea': (2, 2, 2), 'Passionfruit Green Tea': (2, 3, 0), 'Secret Matcha': (2, 2, 2)}",508.25
10/10/2024,10102024_193,"{'Mango Green Tea': (1, 2, 0)}",8.75
